2021-09-03 06:34:04 status half-configured liblsan0:amd64 8.3.0-6
2021-09-03 06:34:04 status installed liblsan0:amd64 8.3.0-6
2021-09-03 06:34:04 configure libp11-kit-dev:amd64 0.23.15-2+deb10u1 <none>
2021-09-03 06:34:04 status unpacked libp11-kit-dev:amd64 0.23.15-2+deb10u1
2021-09-03 06:34:04 status half-configured libp11-kit-dev:amd64 0.23.15-2+deb10u1
2021-09-03 06:34:04 status installed libp11-kit-dev:amd64 0.23.15-2+deb10u1
2021-09-03 06:34:04 configure libilmbase-dev:amd64 2.2.1-2 <none>
2021-09-03 06:34:04 status unpacked libilmbase-dev:amd64 2.2.1-2
2021-09-03 06:34:04 status half-configured libilmbase-dev:amd64 2.2.1-2
2021-09-03 06:34:04 status installed libilmbase-dev:amd64 2.2.1-2
2021-09-03 06:34:04 configure libitm1:amd64 8.3.0-6 <none>
2021-09-03 06:34:04 status unpacked libitm1:amd64 8.3.0-6
2021-09-03 06:34:04 status half-configured libitm1:amd64 8.3.0-6
2021-09-03 06:34:04 status installed libitm1:amd64 8.3.0-6
2021-09-03 06:34:04 configure libtiffxx5:amd64 4.1.0+git191117-2~deb10u2 <none>
2021-09-03 06:34:04 status unpacked libtiffxx5:amd64 4.1.0+git191117-2~deb10u2
2021-09-03 06:34:04 status half-configured libtiffxx5:amd64 4.1.0+git191117-2~deb10u2
2021-09-03 06:34:04 status installed libtiffxx5:amd64 4.1.0+git191117-2~deb10u2
2021-09-03 06:34:04 configure binutils-x86-64-linux-gnu:amd64 2.31.1-16 <none>
2021-09-03 06:34:04 status unpacked binutils-x86-64-linux-gnu:amd64 2.31.1-16
2021-09-03 06:34:04 status half-configured binutils-x86-64-linux-gnu:amd64 2.31.1-16
2021-09-03 06:34:04 status installed binutils-x86-64-linux-gnu:amd64 2.31.1-16
2021-09-03 06:34:04 configure libtsan0:amd64 8.3.0-6 <none>
2021-09-03 06:34:04 status unpacked libtsan0:amd64 8.3.0-6
2021-09-03 06:34:04 status half-configured libtsan0:amd64 8.3.0-6
2021-09-03 06:34:04 status installed libtsan0:amd64 8.3.0-6
2021-09-03 06:34:04 configure libevent-extra-2.1-6:amd64 2.1.8-stable-4 <none>
2021-09-03 06:34:04 status unpacked libevent-extra-2.1-6:amd64 2.1.8-stable-4
2021-09-03 06:34:04 status half-configured libevent-extra-2.1-6:amd64 2.1.8-stable-4
2021-09-03 06:34:04 status installed libevent-extra-2.1-6:amd64 2.1.8-stable-4
2021-09-03 06:34:04 configure x11proto-dev:all 2018.4-4 <none>
2021-09-03 06:34:04 status unpacked x11proto-dev:all 2018.4-4
2021-09-03 06:34:04 status half-configured x11proto-dev:all 2018.4-4
2021-09-03 06:34:04 status installed x11proto-dev:all 2018.4-4
2021-09-03 06:34:04 configure libkadm5clnt-mit11:amd64 1.17-3+deb10u2 <none>
2021-09-03 06:34:04 status unpacked libkadm5clnt-mit11:amd64 1.17-3+deb10u2
2021-09-03 06:34:04 status half-configured libkadm5clnt-mit11:amd64 1.17-3+deb10u2
2021-09-03 06:34:04 status installed libkadm5clnt-mit11:amd64 1.17-3+deb10u2
2021-09-03 06:34:04 configure libevent-pthreads-2.1-6:amd64 2.1.8-stable-4 <none>
2021-09-03 06:34:04 status unpacked libevent-pthreads-2.1-6:amd64 2.1.8-stable-4
2021-09-03 06:34:04 status half-configured libevent-pthreads-2.1-6:amd64 2.1.8-stable-4
2021-09-03 06:34:04 status installed libevent-pthreads-2.1-6:amd64 2.1.8-stable-4
2021-09-03 06:34:04 configure libice6:amd64 2:1.0.9-2 <none>
2021-09-03 06:34:04 status unpacked libice6:amd64 2:1.0.9-2
2021-09-03 06:34:04 status half-configured libice6:amd64 2:1.0.9-2
2021-09-03 06:34:04 status installed libice6:amd64 2:1.0.9-2
2021-09-03 06:34:04 configure libpython3.7-stdlib:amd64 3.7.3-2+deb10u3 <none>
2021-09-03 06:34:04 status unpacked libpython3.7-stdlib:amd64 3.7.3-2+deb10u3
2021-09-03 06:34:04 status half-configured libpython3.7-stdlib:amd64 3.7.3-2+deb10u3
2021-09-03 06:34:04 status installed libpython3.7-stdlib:amd64 3.7.3-2+deb10u3
2021-09-03 06:34:04 configure libmagickcore-6-arch-config:amd64 8:6.9.10.23+dfsg-2.1+deb10u1 <none>
2021-09-03 06:34:04 status unpacked libmagickcore-6-arch-config:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2021-09-03 06:34:04 status half-configured libmagickcore-6-arch-config:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2021-09-03 06:34:04 status installed libmagickcore-6-arch-config:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2021-09-03 06:34:04 configure libgmp-dev:amd64 2:6.1.2+dfsg-4 <none>
2021-09-03 06:34:04 status unpacked libgmp-dev:amd64 2:6.1.2+dfsg-4
2021-09-03 06:34:04 status half-configured libgmp-dev:amd64 2:6.1.2+dfsg-4
2021-09-03 06:34:04 status installed libgmp-dev:amd64 2:6.1.2+dfsg-4
2021-09-03 06:34:04 configure libxau-dev:amd64 1:1.0.8-1+b2 <none>
2021-09-03 06:34:04 status unpacked libxau-dev:amd64 1:1.0.8-1+b2
2021-09-03 06:34:04 status half-configured libxau-dev:amd64 1:1.0.8-1+b2
2021-09-03 06:34:04 status installed libxau-dev:amd64 1:1.0.8-1+b2
2021-09-03 06:34:04 configure nettle-dev:amd64 3.4.1-1+deb10u1 <none>
2021-09-03 06:34:04 status unpacked nettle-dev:amd64 3.4.1-1+deb10u1
2021-09-03 06:34:04 status half-configured nettle-dev:amd64 3.4.1-1+deb10u1
2021-09-03 06:34:04 status installed nettle-dev:amd64 3.4.1-1+deb10u1
2021-09-03 06:34:04 configure libxrender1:amd64 1:0.9.10-1 <none>
2021-09-03 06:34:04 status unpacked libxrender1:amd64 1:0.9.10-1
2021-09-03 06:34:04 status half-configured libxrender1:amd64 1:0.9.10-1
2021-09-03 06:34:04 status installed libxrender1:amd64 1:0.9.10-1
2021-09-03 06:34:04 configure libyaml-dev:amd64 0.2.1-1 <none>
2021-09-03 06:34:04 status unpacked libyaml-dev:amd64 0.2.1-1
2021-09-03 06:34:04 status half-configured libyaml-dev:amd64 0.2.1-1
2021-09-03 06:34:04 status installed libyaml-dev:amd64 0.2.1-1
2021-09-03 06:34:04 configure libice-dev:amd64 2:1.0.9-2 <none>
2021-09-03 06:34:04 status unpacked libice-dev:amd64 2:1.0.9-2
2021-09-03 06:34:04 status half-configured libice-dev:amd64 2:1.0.9-2
2021-09-03 06:34:04 status installed libice-dev:amd64 2:1.0.9-2
2021-09-03 06:34:04 configure libx265-165:amd64 2.9-4 <none>
2021-09-03 06:34:04 status unpacked libx265-165:amd64 2.9-4
2021-09-03 06:34:04 status half-configured libx265-165:amd64 2.9-4
2021-09-03 06:34:04 status installed libx265-165:amd64 2.9-4
2021-09-03 06:34:04 configure libmagickwand-6-headers:all 8:6.9.10.23+dfsg-2.1+deb10u1 <none>
2021-09-03 06:34:04 status unpacked libmagickwand-6-headers:all 8:6.9.10.23+dfsg-2.1+deb10u1
2021-09-03 06:34:04 status half-configured libmagickwand-6-headers:all 8:6.9.10.23+dfsg-2.1+deb10u1
2021-09-03 06:34:04 status installed libmagickwand-6-headers:all 8:6.9.10.23+dfsg-2.1+deb10u1
2021-09-03 06:34:04 configure fontconfig-config:all 2.13.1-2 <none>
2021-09-03 06:34:04 status unpacked fontconfig-config:all 2.13.1-2
2021-09-03 06:34:04 status half-configured fontconfig-config:all 2.13.1-2
2021-09-03 06:34:05 status installed fontconfig-config:all 2.13.1-2
2021-09-03 06:34:05 configure libevent-openssl-2.1-6:amd64 2.1.8-stable-4 <none>
2021-09-03 06:34:05 status unpacked libevent-openssl-2.1-6:amd64 2.1.8-stable-4
2021-09-03 06:34:05 status half-configured libevent-openssl-2.1-6:amd64 2.1.8-stable-4
2021-09-03 06:34:05 status installed libevent-openssl-2.1-6:amd64 2.1.8-stable-4
2021-09-03 06:34:05 configure libwebpdemux2:amd64 0.6.1-2+deb10u1 <none>
2021-09-03 06:34:05 status unpacked libwebpdemux2:amd64 0.6.1-2+deb10u1
2021-09-03 06:34:05 status half-configured libwebpdemux2:amd64 0.6.1-2+deb10u1
2021-09-03 06:34:05 status installed libwebpdemux2:amd64 0.6.1-2+deb10u1
2021-09-03 06:34:05 configure libheif1:amd64 1.3.2-2~deb10u1 <none>
2021-09-03 06:34:05 status unpacked libheif1:amd64 1.3.2-2~deb10u1
2021-09-03 06:34:05 status half-configured libheif1:amd64 1.3.2-2~deb10u1
2021-09-03 06:34:05 status installed libheif1:amd64 1.3.2-2~deb10u1
2021-09-03 06:34:05 configure libdjvulibre21:amd64 3.5.27.1-10 <none>
2021-09-03 06:34:05 status unpacked libdjvulibre21:amd64 3.5.27.1-10
2021-09-03 06:34:05 status half-configured libdjvulibre21:amd64 3.5.27.1-10
2021-09-03 06:34:05 status installed libdjvulibre21:amd64 3.5.27.1-10
2021-09-03 06:34:05 configure libjbig-dev:amd64 2.1-3.1+b2 <none>
2021-09-03 06:34:05 status unpacked libjbig-dev:amd64 2.1-3.1+b2
2021-09-03 06:34:05 status half-configured libjbig-dev:amd64 2.1-3.1+b2
2021-09-03 06:34:05 status installed libjbig-dev:amd64 2.1-3.1+b2
2021-09-03 06:34:05 configure libxext6:amd64 2:1.3.3-1+b2 <none>
2021-09-03 06:34:05 status unpacked libxext6:amd64 2:1.3.3-1+b2
2021-09-03 06:34:05 status half-configured libxext6:amd64 2:1.3.3-1+b2
2021-09-03 06:34:05 status installed libxext6:amd64 2:1.3.3-1+b2
2021-09-03 06:34:05 configure libglib2.0-bin:amd64 2.58.3-2+deb10u3 <none>
2021-09-03 06:34:05 status unpacked libglib2.0-bin:amd64 2.58.3-2+deb10u3
2021-09-03 06:34:05 status half-configured libglib2.0-bin:amd64 2.58.3-2+deb10u3
2021-09-03 06:34:05 status installed libglib2.0-bin:amd64 2.58.3-2+deb10u3
2021-09-03 06:34:05 configure liblqr-1-0-dev:amd64 0.4.2-2.1 <none>
2021-09-03 06:34:05 status unpacked liblqr-1-0-dev:amd64 0.4.2-2.1
2021-09-03 06:34:05 status half-configured liblqr-1-0-dev:amd64 0.4.2-2.1
2021-09-03 06:34:05 status installed liblqr-1-0-dev:amd64 0.4.2-2.1
2021-09-03 06:34:05 configure m4:amd64 1.4.18-2 <none>
2021-09-03 06:34:05 status unpacked m4:amd64 1.4.18-2
2021-09-03 06:34:05 status half-configured m4:amd64 1.4.18-2
2021-09-03 06:34:05 status installed m4:amd64 1.4.18-2
2021-09-03 06:34:05 configure binutils:amd64 2.31.1-16 <none>
2021-09-03 06:34:05 status unpacked binutils:amd64 2.31.1-16
2021-09-03 06:34:05 status half-configured binutils:amd64 2.31.1-16
2021-09-03 06:34:05 status installed binutils:amd64 2.31.1-16
2021-09-03 06:34:05 configure dpkg-dev:all 1.19.7 <none>
2021-09-03 06:34:05 status unpacked dpkg-dev:all 1.19.7
2021-09-03 06:34:05 status half-configured dpkg-dev:all 1.19.7
2021-09-03 06:34:05 status installed dpkg-dev:all 1.19.7
2021-09-03 06:34:05 configure libthai0:amd64 0.1.28-2 <none>
2021-09-03 06:34:05 status unpacked libthai0:amd64 0.1.28-2
2021-09-03 06:34:05 status half-configured libthai0:amd64 0.1.28-2
2021-09-03 06:34:05 status installed libthai0:amd64 0.1.28-2
2021-09-03 06:34:05 configure libxdmcp-dev:amd64 1:1.1.2-3 <none>
2021-09-03 06:34:05 status unpacked libxdmcp-dev:amd64 1:1.1.2-3
2021-09-03 06:34:05 status half-configured libxdmcp-dev:amd64 1:1.1.2-3
2021-09-03 06:34:05 status installed libxdmcp-dev:amd64 1:1.1.2-3
2021-09-03 06:34:05 configure libwebp-dev:amd64 0.6.1-2+deb10u1 <none>
2021-09-03 06:34:05 status unpacked libwebp-dev:amd64 0.6.1-2+deb10u1
2021-09-03 06:34:05 status half-configured libwebp-dev:amd64 0.6.1-2+deb10u1
2021-09-03 06:34:05 status installed libwebp-dev:amd64 0.6.1-2+deb10u1
2021-09-03 06:34:05 configure libopenexr-dev:amd64 2.2.1-4.1+deb10u1 <none>
2021-09-03 06:34:05 status unpacked libopenexr-dev:amd64 2.2.1-4.1+deb10u1
2021-09-03 06:34:05 status half-configured libopenexr-dev:amd64 2.2.1-4.1+deb10u1
2021-09-03 06:34:05 status installed libopenexr-dev:amd64 2.2.1-4.1+deb10u1
2021-09-03 06:34:05 configure libunbound8:amd64 1.9.0-2+deb10u2 <none>
2021-09-03 06:34:05 status unpacked libunbound8:amd64 1.9.0-2+deb10u2
2021-09-03 06:34:05 status half-configured libunbound8:amd64 1.9.0-2+deb10u2
2021-09-03 06:34:05 status installed libunbound8:amd64 1.9.0-2+deb10u2
2021-09-03 06:34:05 configure libfreetype6:amd64 2.9.1-3+deb10u2 <none>
2021-09-03 06:34:05 status unpacked libfreetype6:amd64 2.9.1-3+deb10u2
2021-09-03 06:34:05 status half-configured libfreetype6:amd64 2.9.1-3+deb10u2
2021-09-03 06:34:05 status installed libfreetype6:amd64 2.9.1-3+deb10u2
2021-09-03 06:34:05 configure libopenjp2-7-dev:amd64 2.3.0-2+deb10u2 <none>
2021-09-03 06:34:05 status unpacked libopenjp2-7-dev:amd64 2.3.0-2+deb10u2
2021-09-03 06:34:05 status half-configured libopenjp2-7-dev:amd64 2.3.0-2+deb10u2
2021-09-03 06:34:05 status installed libopenjp2-7-dev:amd64 2.3.0-2+deb10u2
2021-09-03 06:34:05 configure x11proto-core-dev:all 2018.4-4 <none>
2021-09-03 06:34:05 status unpacked x11proto-core-dev:all 2018.4-4
2021-09-03 06:34:05 status half-configured x11proto-core-dev:all 2018.4-4
2021-09-03 06:34:05 status installed x11proto-core-dev:all 2018.4-4
2021-09-03 06:34:05 configure libdb-dev:amd64 5.3.1+nmu1 <none>
2021-09-03 06:34:05 status unpacked libdb-dev:amd64 5.3.1+nmu1
2021-09-03 06:34:05 status half-configured libdb-dev:amd64 5.3.1+nmu1
2021-09-03 06:34:05 status installed libdb-dev:amd64 5.3.1+nmu1
2021-09-03 06:34:05 configure shared-mime-info:amd64 1.10-1 <none>
2021-09-03 06:34:05 status unpacked shared-mime-info:amd64 1.10-1
2021-09-03 06:34:05 status half-configured shared-mime-info:amd64 1.10-1
2021-09-03 06:34:07 status installed shared-mime-info:amd64 1.10-1
2021-09-03 06:34:07 configure libevent-dev:amd64 2.1.8-stable-4 <none>
2021-09-03 06:34:07 status unpacked libevent-dev:amd64 2.1.8-stable-4
2021-09-03 06:34:07 status half-configured libevent-dev:amd64 2.1.8-stable-4
2021-09-03 06:34:07 status installed libevent-dev:amd64 2.1.8-stable-4
2021-09-03 06:34:07 configure libcroco3:amd64 0.6.12-3 <none>
2021-09-03 06:34:07 status unpacked libcroco3:amd64 0.6.12-3
2021-09-03 06:34:07 status half-configured libcroco3:amd64 0.6.12-3
2021-09-03 06:34:07 status installed libcroco3:amd64 0.6.12-3
2021-09-03 06:34:07 configure pkg-config:amd64 0.29-6 <none>
2021-09-03 06:34:07 status unpacked pkg-config:amd64 0.29-6
2021-09-03 06:34:07 status half-configured pkg-config:amd64 0.29-6
2021-09-03 06:34:07 status installed pkg-config:amd64 0.29-6
2021-09-03 06:34:07 configure gir1.2-glib-2.0:amd64 1.58.3-2 <none>
2021-09-03 06:34:07 status unpacked gir1.2-glib-2.0:amd64 1.58.3-2
2021-09-03 06:34:07 status half-configured gir1.2-glib-2.0:amd64 1.58.3-2
2021-09-03 06:34:07 status installed gir1.2-glib-2.0:amd64 1.58.3-2
2021-09-03 06:34:07 configure libgcc-8-dev:amd64 8.3.0-6 <none>
2021-09-03 06:34:07 status unpacked libgcc-8-dev:amd64 8.3.0-6
2021-09-03 06:34:07 status half-configured libgcc-8-dev:amd64 8.3.0-6
2021-09-03 06:34:07 status installed libgcc-8-dev:amd64 8.3.0-6
2021-09-03 06:34:07 configure autoconf:all 2.69-11 <none>
2021-09-03 06:34:07 status unpacked autoconf:all 2.69-11
2021-09-03 06:34:07 status half-configured autoconf:all 2.69-11
2021-09-03 06:34:07 status installed autoconf:all 2.69-11
2021-09-03 06:34:07 configure x11proto-xext-dev:all 2018.4-4 <none>
2021-09-03 06:34:07 status unpacked x11proto-xext-dev:all 2018.4-4
2021-09-03 06:34:07 status half-configured x11proto-xext-dev:all 2018.4-4
2021-09-03 06:34:07 status installed x11proto-xext-dev:all 2018.4-4
2021-09-03 06:34:07 configure cpp:amd64 4:8.3.0-1 <none>
2021-09-03 06:34:07 status unpacked cpp:amd64 4:8.3.0-1
2021-09-03 06:34:07 status half-configured cpp:amd64 4:8.3.0-1
2021-09-03 06:34:07 status installed cpp:amd64 4:8.3.0-1
2021-09-03 06:34:07 configure libxslt1.1:amd64 1.1.32-2.2~deb10u1 <none>
2021-09-03 06:34:07 status unpacked libxslt1.1:amd64 1.1.32-2.2~deb10u1
2021-09-03 06:34:07 status half-configured libxslt1.1:amd64 1.1.32-2.2~deb10u1
2021-09-03 06:34:07 status installed libxslt1.1:amd64 1.1.32-2.2~deb10u1
2021-09-03 06:34:07 configure libc6-dev:amd64 2.28-10 <none>
2021-09-03 06:34:07 status unpacked libc6-dev:amd64 2.28-10
2021-09-03 06:34:07 status half-configured libc6-dev:amd64 2.28-10
2021-09-03 06:34:07 status installed libc6-dev:amd64 2.28-10
2021-09-03 06:34:07 configure libharfbuzz0b:amd64 2.3.1-1 <none>
2021-09-03 06:34:07 status unpacked libharfbuzz0b:amd64 2.3.1-1
2021-09-03 06:34:07 status half-configured libharfbuzz0b:amd64 2.3.1-1
2021-09-03 06:34:07 status installed libharfbuzz0b:amd64 2.3.1-1
2021-09-03 06:34:07 configure libfontconfig1:amd64 2.13.1-2 <none>
2021-09-03 06:34:07 status unpacked libfontconfig1:amd64 2.13.1-2
2021-09-03 06:34:07 status half-configured libfontconfig1:amd64 2.13.1-2
2021-09-03 06:34:07 status installed libfontconfig1:amd64 2.13.1-2
2021-09-03 06:34:07 configure libgdbm-dev:amd64 1.18.1-4 <none>
2021-09-03 06:34:07 status unpacked libgdbm-dev:amd64 1.18.1-4
2021-09-03 06:34:07 status half-configured libgdbm-dev:amd64 1.18.1-4
2021-09-03 06:34:07 status installed libgdbm-dev:amd64 1.18.1-4
2021-09-03 06:34:07 configure libsm6:amd64 2:1.2.3-1 <none>
2021-09-03 06:34:07 status unpacked libsm6:amd64 2:1.2.3-1
2021-09-03 06:34:07 status half-configured libsm6:amd64 2:1.2.3-1
2021-09-03 06:34:07 status installed libsm6:amd64 2:1.2.3-1
2021-09-03 06:34:07 configure libicu-dev:amd64 63.1-6+deb10u1 <none>
2021-09-03 06:34:07 status unpacked libicu-dev:amd64 63.1-6+deb10u1
2021-09-03 06:34:07 status half-configured libicu-dev:amd64 63.1-6+deb10u1
2021-09-03 06:34:07 status installed libicu-dev:amd64 63.1-6+deb10u1
2021-09-03 06:34:07 configure libpython3-stdlib:amd64 3.7.3-1 <none>
2021-09-03 06:34:07 status unpacked libpython3-stdlib:amd64 3.7.3-1
2021-09-03 06:34:07 status half-configured libpython3-stdlib:amd64 3.7.3-1
2021-09-03 06:34:07 status installed libpython3-stdlib:amd64 3.7.3-1
2021-09-03 06:34:07 configure libstdc++-8-dev:amd64 8.3.0-6 <none>
2021-09-03 06:34:07 status unpacked libstdc++-8-dev:amd64 8.3.0-6
2021-09-03 06:34:07 status half-configured libstdc++-8-dev:amd64 8.3.0-6
2021-09-03 06:34:07 status installed libstdc++-8-dev:amd64 8.3.0-6
2021-09-03 06:34:07 configure libbz2-dev:amd64 1.0.6-9.2~deb10u1 <none>
2021-09-03 06:34:07 status unpacked libbz2-dev:amd64 1.0.6-9.2~deb10u1
2021-09-03 06:34:07 status half-configured libbz2-dev:amd64 1.0.6-9.2~deb10u1
2021-09-03 06:34:07 status installed libbz2-dev:amd64 1.0.6-9.2~deb10u1
2021-09-03 06:34:07 configure automake:all 1:1.16.1-4 <none>
2021-09-03 06:34:07 status unpacked automake:all 1:1.16.1-4
2021-09-03 06:34:07 status half-configured automake:all 1:1.16.1-4
2021-09-03 06:34:07 status installed automake:all 1:1.16.1-4
2021-09-03 06:34:07 configure python3.7:amd64 3.7.3-2+deb10u3 <none>
2021-09-03 06:34:07 status unpacked python3.7:amd64 3.7.3-2+deb10u3
2021-09-03 06:34:07 status half-configured python3.7:amd64 3.7.3-2+deb10u3
2021-09-03 06:34:08 status installed python3.7:amd64 3.7.3-2+deb10u3
2021-09-03 06:34:08 configure fontconfig:amd64 2.13.1-2 <none>
2021-09-03 06:34:08 status unpacked fontconfig:amd64 2.13.1-2
2021-09-03 06:34:08 status half-configured fontconfig:amd64 2.13.1-2
2021-09-03 06:34:10 status installed fontconfig:amd64 2.13.1-2
2021-09-03 06:34:10 configure libgnutls-dane0:amd64 3.6.7-4+deb10u7 <none>
2021-09-03 06:34:10 status unpacked libgnutls-dane0:amd64 3.6.7-4+deb10u7
2021-09-03 06:34:10 status half-configured libgnutls-dane0:amd64 3.6.7-4+deb10u7
2021-09-03 06:34:10 status installed libgnutls-dane0:amd64 3.6.7-4+deb10u7
2021-09-03 06:34:10 configure libexif-dev:amd64 0.6.21-5.1+deb10u5 <none>
2021-09-03 06:34:10 status unpacked libexif-dev:amd64 0.6.21-5.1+deb10u5
2021-09-03 06:34:10 status half-configured libexif-dev:amd64 0.6.21-5.1+deb10u5
2021-09-03 06:34:10 status installed libexif-dev:amd64 0.6.21-5.1+deb10u5
2021-09-03 06:34:10 configure libncurses-dev:amd64 6.1+20181013-2+deb10u2 <none>
2021-09-03 06:34:10 status unpacked libncurses-dev:amd64 6.1+20181013-2+deb10u2
2021-09-03 06:34:10 status half-configured libncurses-dev:amd64 6.1+20181013-2+deb10u2
2021-09-03 06:34:10 status installed libncurses-dev:amd64 6.1+20181013-2+deb10u2
2021-09-03 06:34:10 configure gcc-8:amd64 8.3.0-6 <none>
2021-09-03 06:34:10 status unpacked gcc-8:amd64 8.3.0-6
2021-09-03 06:34:10 status half-configured gcc-8:amd64 8.3.0-6
2021-09-03 06:34:10 status installed gcc-8:amd64 8.3.0-6
2021-09-03 06:34:10 configure libxcb1-dev:amd64 1.13.1-2 <none>
2021-09-03 06:34:10 status unpacked libxcb1-dev:amd64 1.13.1-2
2021-09-03 06:34:10 status half-configured libxcb1-dev:amd64 1.13.1-2
2021-09-03 06:34:10 status installed libxcb1-dev:amd64 1.13.1-2
2021-09-03 06:34:10 configure libncursesw5-dev:amd64 6.1+20181013-2+deb10u2 <none>
2021-09-03 06:34:10 status unpacked libncursesw5-dev:amd64 6.1+20181013-2+deb10u2
2021-09-03 06:34:10 status half-configured libncursesw5-dev:amd64 6.1+20181013-2+deb10u2
2021-09-03 06:34:10 status installed libncursesw5-dev:amd64 6.1+20181013-2+deb10u2
2021-09-03 06:34:10 configure libtool:all 2.4.6-9 <none>
2021-09-03 06:34:10 status unpacked libtool:all 2.4.6-9
2021-09-03 06:34:10 status half-configured libtool:all 2.4.6-9
2021-09-03 06:34:10 status installed libtool:all 2.4.6-9
2021-09-03 06:34:10 configure libwmf0.2-7:amd64 0.2.8.4-14 <none>
2021-09-03 06:34:10 status unpacked libwmf0.2-7:amd64 0.2.8.4-14
2021-09-03 06:34:10 status half-configured libwmf0.2-7:amd64 0.2.8.4-14
2021-09-03 06:34:10 status installed libwmf0.2-7:amd64 0.2.8.4-14
2021-09-03 06:34:10 configure libsm-dev:amd64 2:1.2.3-1 <none>
2021-09-03 06:34:10 status unpacked libsm-dev:amd64 2:1.2.3-1
2021-09-03 06:34:10 status half-configured libsm-dev:amd64 2:1.2.3-1
2021-09-03 06:34:10 status installed libsm-dev:amd64 2:1.2.3-1
2021-09-03 06:34:10 configure libpcre3-dev:amd64 2:8.39-12 <none>
2021-09-03 06:34:10 status unpacked libpcre3-dev:amd64 2:8.39-12
2021-09-03 06:34:10 status half-configured libpcre3-dev:amd64 2:8.39-12
2021-09-03 06:34:10 status installed libpcre3-dev:amd64 2:8.39-12
2021-09-03 06:34:10 configure libpango-1.0-0:amd64 1.42.4-8~deb10u1 <none>
2021-09-03 06:34:10 status unpacked libpango-1.0-0:amd64 1.42.4-8~deb10u1
2021-09-03 06:34:10 status half-configured libpango-1.0-0:amd64 1.42.4-8~deb10u1
2021-09-03 06:34:10 status installed libpango-1.0-0:amd64 1.42.4-8~deb10u1
2021-09-03 06:34:10 configure libx11-dev:amd64 2:1.6.7-1+deb10u2 <none>
2021-09-03 06:34:10 status unpacked libx11-dev:amd64 2:1.6.7-1+deb10u2
2021-09-03 06:34:10 status half-configured libx11-dev:amd64 2:1.6.7-1+deb10u2
2021-09-03 06:34:10 status installed libx11-dev:amd64 2:1.6.7-1+deb10u2
2021-09-03 06:34:10 configure python3:amd64 3.7.3-1 <none>
2021-09-03 06:34:10 status unpacked python3:amd64 3.7.3-1
2021-09-03 06:34:10 status half-configured python3:amd64 3.7.3-1
2021-09-03 06:34:10 status installed python3:amd64 3.7.3-1
2021-09-03 06:34:10 configure libreadline-dev:amd64 7.0-5 <none>
2021-09-03 06:34:10 status unpacked libreadline-dev:amd64 7.0-5
2021-09-03 06:34:10 status half-configured libreadline-dev:amd64 7.0-5
2021-09-03 06:34:10 status installed libreadline-dev:amd64 7.0-5
2021-09-03 06:34:10 configure libcairo2:amd64 1.16.0-4+deb10u1 <none>
2021-09-03 06:34:10 status unpacked libcairo2:amd64 1.16.0-4+deb10u1
2021-09-03 06:34:10 status half-configured libcairo2:amd64 1.16.0-4+deb10u1
2021-09-03 06:34:10 status installed libcairo2:amd64 1.16.0-4+deb10u1
2021-09-03 06:34:10 configure gcc:amd64 4:8.3.0-1 <none>
2021-09-03 06:34:10 status unpacked gcc:amd64 4:8.3.0-1
2021-09-03 06:34:10 status half-configured gcc:amd64 4:8.3.0-1
2021-09-03 06:34:10 status installed gcc:amd64 4:8.3.0-1
2021-09-03 06:34:10 configure libxcb-shm0-dev:amd64 1.13.1-2 <none>
2021-09-03 06:34:10 status unpacked libxcb-shm0-dev:amd64 1.13.1-2
2021-09-03 06:34:10 status half-configured libxcb-shm0-dev:amd64 1.13.1-2
2021-09-03 06:34:10 status installed libxcb-shm0-dev:amd64 1.13.1-2
2021-09-03 06:34:10 configure libltdl-dev:amd64 2.4.6-9 <none>
2021-09-03 06:34:10 status unpacked libltdl-dev:amd64 2.4.6-9
2021-09-03 06:34:10 status half-configured libltdl-dev:amd64 2.4.6-9
2021-09-03 06:34:10 status installed libltdl-dev:amd64 2.4.6-9
2021-09-03 06:34:10 configure libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1 <none>
2021-09-03 06:34:10 status unpacked libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2021-09-03 06:34:10 status half-configured libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2021-09-03 06:34:10 status installed libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2021-09-03 06:34:10 configure libxml2-dev:amd64 2.9.4+dfsg1-7+deb10u2 <none>
2021-09-03 06:34:10 status unpacked libxml2-dev:amd64 2.9.4+dfsg1-7+deb10u2
2021-09-03 06:34:10 status half-configured libxml2-dev:amd64 2.9.4+dfsg1-7+deb10u2
2021-09-03 06:34:10 status installed libxml2-dev:amd64 2.9.4+dfsg1-7+deb10u2
2021-09-03 06:34:10 configure libexpat1-dev:amd64 2.2.6-2+deb10u1 <none>
2021-09-03 06:34:10 status unpacked libexpat1-dev:amd64 2.2.6-2+deb10u1
2021-09-03 06:34:10 status half-configured libexpat1-dev:amd64 2.2.6-2+deb10u1
2021-09-03 06:34:10 status installed libexpat1-dev:amd64 2.2.6-2+deb10u1
